Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,DeliveryDays,On_time_delivery,LateDelivery
2025-01-17,North,Laptop,3,448.77,Store A,Retail,0.0,Alice,1346.31,Online,FREESHIP,0,REG100993,Cust 7367,28.5,2025-01-17,2025-01-24,Ryan,7,False,True
2023-06-23,Central,Laptop,16,594.1,Store D,Retail,0.0,Bob,9505.6,Gift Card,FREESHIP,0,REG100995,Cust 6368,18.2,2023-06-23,2023-07-01,Cameron,8,False,True
2024-06-26,East,Chair,20,75.45,Store B,Wholesale,0.05,Eva,1433.55,Credit Card,SAVE10,0,REG100997,Cust 1983,44.77,2024-06-26,2024-07-06,Eric,10,False,True
2024-02-21,East,Laptop,15,112.82,Store B,Wholesale,0.05,Frank,1607.685,Credit Card,WINTER15,0,REG100999,Cust 1901,18.21,2024-02-21,2024-03-01,Eric,9,False,True
2023-07-18,East,Desk,3,121.56,Store D,Wholesale,0.0,Eva,364.68,Debit Card,WINTER15,0,REG101000,Cust 9682,29.06,2023-07-18,2023-07-25,Eric,7,False,True
2024-09-03,East,Desk,1,561.3,Store D,Retail,0.15,Frank,477.105,Gift Card,,0,REG101003,Cust 9379,5.19,2024-09-03,2024-09-12,Eric,9,False,True
2025-02-22,West,Printer,7,178.26,Store C,Retail,0.15,Bob,1060.647,Online,FREESHIP,0,REG101004,Cust 4722,44.91,2025-02-22,2025-03-01,Wendy,7,False,True
2024-12-20,Central,Tablet,2,458.25,Store B,Wholesale,0.0,Eva,916.5,Gift Card,SAVE10,0,REG101006,Cust 7255,25.94,2024-12-20,2024-12-29,Cameron,9,False,True
2023-09-03,North,Desk,16,440.48,Store B,Retail,0.05,Frank,6695.296,Cash,FREESHIP,1,REG101009,Cust 2561,26.87,2023-09-03,2023-09-10,Ryan,7,False,True
2023-06-18,East,Tablet,15,124.91,Store A,Wholesale,0.1,Eva,1686.285,Gift Card,FREESHIP,0,REG101011,Cust 2860,31.95,2023-06-18,2023-06-26,Eric,8,False,True
2024-09-29,South,Laptop,12,204.15,Store C,Retail,0.05,Alice,2327.31,Debit Card,FREESHIP,1,REG101013,Cust 6075,26.4,2024-09-29,2024-10-07,Sophie,8,False,True
2024-02-25,East,Laptop,20,13.64,Store C,Retail,0.15,Frank,231.88,Credit Card,SAVE10,0,REG101014,Cust 4337,33.6,2024-02-25,2024-03-04,Eric,8,False,True
2024-03-21,North,Printer,14,524.9,Store C,Wholesale,0.05,Alice,6981.169999999999,Cash,FREESHIP,1,REG101015,Cust 2540,20.23,2024-03-21,2024-03-30,Ryan,9,False,True
2023-01-10,West,Chair,14,250.98,Store C,Retail,0.0,Eva,3513.72,Debit Card,,0,REG101018,Cust 3286,14.94,2023-01-10,2023-01-18,Wendy,8,False,True
2025-04-10,North,Printer,11,204.5,Store A,Retail,0.0,Eva,2249.5,Debit Card,WINTER15,0,REG101020,Cust 8706,13.82,2025-04-10,2025-04-20,Ryan,10,False,True
2024-02-14,East,Tablet,1,542.63,Store A,Retail,0.05,Carlos,515.4984999999999,Credit Card,,0,REG101021,Cust 2608,33.2,2024-02-14,2024-02-21,Eric,7,False,True
2023-09-12,West,Chair,10,419.58,Store A,Wholesale,0.15,Eva,3566.43,Debit Card,FREESHIP,0,REG101023,Cust 3892,13.09,2023-09-12,2023-09-19,Wendy,7,False,True
2023-05-17,East,Desk,7,87.88,Store C,Wholesale,0.15,Alice,522.886,Online,WINTER15,1,REG101024,Cust 6979,22.2,2023-05-17,2023-05-26,Eric,9,False,True
2025-05-09,North,Desk,4,242.8,Store D,Wholesale,0.05,Diana,922.64,Debit Card,FREESHIP,0,REG101026,Cust 9311,30.03,2025-05-09,2025-05-18,Ryan,9,False,True
2024-08-01,South,Chair,3,10.93,Store D,Wholesale,0.15,Eva,27.8715,Cash,FREESHIP,0,REG101028,Cust 6145,19.01,2024-08-01,2024-08-10,Sophie,9,False,True
2024-05-22,East,Monitor,6,535.38,Store C,Wholesale,0.15,Alice,2730.438,Online,,0,REG101031,Cust 3472,48.66,2024-05-22,2024-05-29,Eric,7,False,True
2024-06-19,South,Printer,9,88.49,Store D,Wholesale,0.05,Diana,756.5894999999999,Online,,0,REG101037,Cust 2770,35.6,2024-06-19,2024-06-26,Sophie,7,False,True
2023-03-21,West,Desk,19,322.35,Store D,Wholesale,0.1,Alice,5512.185,Debit Card,WINTER15,0,REG101039,Cust 1580,30.06,2023-03-21,2023-03-31,Wendy,10,False,True
2023-10-31,South,Laptop,3,88.26,Store D,Wholesale,0.05,Bob,251.541,Debit Card,FREESHIP,0,REG101043,Cust 6348,46.45,2023-10-31,2023-11-07,Sophie,7,False,True
2023-07-11,West,Phone,13,50.51,Store D,Wholesale,0.1,Alice,590.967,Debit Card,WINTER15,0,REG101044,Cust 5210,40.57,2023-07-11,2023-07-18,Wendy,7,False,True
2023-05-19,South,Monitor,11,237.99,Store D,Wholesale,0.05,Bob,2486.9955,Debit Card,FREESHIP,0,REG101045,Cust 7325,44.7,2023-05-19,2023-05-28,Sophie,9,False,True
2023-03-24,West,Desk,8,384.3,Store C,Wholesale,0.1,Frank,2766.96,Gift Card,FREESHIP,0,REG101047,Cust 7773,48.83,2023-03-24,2023-04-03,Wendy,10,False,True
2024-06-21,Central,Tablet,14,542.6,Store C,Retail,0.05,Eva,7216.58,Debit Card,,0,REG101052,Cust 2137,44.76,2024-06-21,2024-06-30,Cameron,9,False,True
2025-04-09,North,Printer,3,238.82,Store C,Retail,0.1,Bob,644.8140000000001,Gift Card,WINTER15,0,REG101053,Cust 4537,37.07,2025-04-09,2025-04-18,Ryan,9,False,True
2025-01-11,North,Tablet,16,332.19,Store C,Retail,0.1,Eva,4783.536,Credit Card,SAVE10,1,REG101054,Cust 6274,34.97,2025-01-11,2025-01-19,Ryan,8,False,True
2024-07-13,Central,Printer,9,454.6,Store D,Wholesale,0.05,Carlos,3886.83,Debit Card,,0,REG101055,Cust 3810,32.86,2024-07-13,2024-07-20,Cameron,7,False,True
2023-03-16,North,Phone,20,436.32,Store D,Retail,0.0,Diana,8726.4,Credit Card,FREESHIP,1,REG101059,Cust 6523,37.49,2023-03-16,2023-03-26,Ryan,10,False,True
2023-07-26,North,Laptop,18,436.83,Store A,Wholesale,0.1,Bob,7076.646,Credit Card,SAVE10,0,REG101060,Cust 1947,28.8,2023-07-26,2023-08-02,Ryan,7,False,True
2023-07-10,East,Monitor,2,327.57,Store A,Retail,0.05,Diana,622.3829999999999,Debit Card,,0,REG101061,Cust 3440,19.49,2023-07-10,2023-07-19,Eric,9,False,True
2024-08-06,East,Printer,18,166.92,Store C,Wholesale,0.05,Alice,2854.332,Gift Card,WINTER15,0,REG101062,Cust 4102,9.35,2024-08-06,2024-08-16,Eric,10,False,True
2024-01-31,North,Printer,5,232.29,Store A,Wholesale,0.0,Alice,1161.45,Online,,1,REG101064,Cust 5206,42.38,2024-01-31,2024-02-09,Ryan,9,False,True
2024-08-25,Central,Laptop,12,461.3,Store D,Wholesale,0.15,Diana,4705.26,Gift Card,FREESHIP,0,REG101067,Cust 7492,8.6,2024-08-25,2024-09-03,Cameron,9,False,True
2025-05-13,South,Laptop,6,214.14,Store D,Wholesale,0.05,Diana,1220.598,Cash,FREESHIP,0,REG101070,Cust 8762,44.86,2025-05-13,2025-05-21,Sophie,8,False,True
2023-10-29,North,Phone,4,59.8,Store D,Retail,0.1,Frank,215.28,Online,FREESHIP,0,REG101071,Cust 4004,42.59,2023-10-29,2023-11-06,Ryan,8,False,True
2023-05-04,East,Phone,20,42.12,Store B,Wholesale,0.15,Alice,716.04,Credit Card,,0,REG101074,Cust 9561,43.22,2023-05-04,2023-05-12,Eric,8,False,True
2023-05-24,West,Monitor,3,366.65,Store D,Wholesale,0.0,Carlos,1099.95,Credit Card,SAVE10,0,REG101075,Cust 3496,33.6,2023-05-24,2023-05-31,Wendy,7,False,True
2023-02-03,West,Monitor,19,534.92,Store D,Retail,0.0,Diana,10163.48,Online,,0,REG101076,Cust 4085,26.97,2023-02-03,2023-02-13,Wendy,10,False,True
2023-12-25,East,Chair,1,494.52,Store D,Retail,0.0,Bob,494.52,Credit Card,,0,REG101077,Cust 1921,43.02,2023-12-25,2024-01-02,Eric,8,False,True
2024-06-06,Central,Monitor,12,489.14,Store D,Retail,0.15,Bob,4989.228,Online,SAVE10,0,REG101079,Cust 9345,29.31,2024-06-06,2024-06-15,Cameron,9,False,True
2024-11-03,North,Printer,17,99.76,Store C,Wholesale,0.0,Diana,1695.92,Online,FREESHIP,1,REG101081,Cust 1762,21.89,2024-11-03,2024-11-13,Ryan,10,False,True
2024-02-03,North,Printer,14,575.66,Store C,Wholesale,0.1,Frank,7253.316,Credit Card,,0,REG101082,Cust 7060,32.53,2024-02-03,2024-02-11,Ryan,8,False,True
2023-01-10,East,Desk,13,347.73,Store B,Wholesale,0.05,Diana,4294.465499999999,Gift Card,FREESHIP,1,REG101088,Cust 3321,31.81,2023-01-10,2023-01-20,Eric,10,False,True
2025-05-09,Central,Chair,3,371.21,Store C,Wholesale,0.1,Eva,1002.267,Gift Card,SAVE10,0,REG101089,Cust 6554,20.02,2025-05-09,2025-05-18,Cameron,9,False,True
2024-04-08,East,Printer,12,434.33,Store A,Wholesale,0.15,Bob,4430.166,Cash,FREESHIP,0,REG101090,Cust 6855,15.33,2024-04-08,2024-04-16,Eric,8,False,True
2025-05-06,East,Monitor,16,426.65,Store A,Retail,0.1,Diana,6143.76,Gift Card,,0,REG101091,Cust 9955,10.2,2025-05-06,2025-05-15,Eric,9,False,True
2023-05-21,West,Desk,6,294.97,Store A,Wholesale,0.05,Bob,1681.329,Credit Card,WINTER15,0,REG101092,Cust 3320,48.08,2023-05-21,2023-05-29,Wendy,8,False,True
2023-11-23,Central,Phone,12,130.9,Store D,Retail,0.15,Alice,1335.18,Debit Card,SAVE10,0,REG101093,Cust 8177,34.69,2023-11-23,2023-11-30,Cameron,7,False,True
2024-03-26,North,Monitor,18,539.98,Store C,Retail,0.15,Eva,8261.694,Cash,FREESHIP,1,REG101094,Cust 1743,34.44,2024-03-26,2024-04-05,Ryan,10,False,True
2024-09-25,South,Desk,12,149.37,Store D,Retail,0.1,Bob,1613.196,Credit Card,,0,REG101095,Cust 3719,20.21,2024-09-25,2024-10-02,Sophie,7,False,True
2024-12-15,South,Laptop,17,506.38,Store B,Wholesale,0.0,Carlos,8608.46,Cash,WINTER15,1,REG101098,Cust 5928,33.36,2024-12-15,2024-12-23,Sophie,8,False,True
2024-10-03,North,Desk,19,25.61,Store B,Retail,0.0,Bob,486.59,Gift Card,,0,REG101099,Cust 1904,30.32,2024-10-03,2024-10-11,Ryan,8,False,True
2023-09-03,South,Desk,4,467.45,Store C,Wholesale,0.05,Frank,1776.31,Gift Card,WINTER15,0,REG101100,Cust 8062,25.05,2023-09-03,2023-09-13,Sophie,10,False,True
2023-01-29,North,Printer,10,140.5,Store B,Retail,0.15,Carlos,1194.25,Online,FREESHIP,0,REG101101,Cust 8150,43.81,2023-01-29,2023-02-05,Ryan,7,False,True
2024-06-12,North,Phone,8,57.85,Store D,Wholesale,0.0,Frank,462.8,Online,WINTER15,1,REG101102,Cust 3275,49.82,2024-06-12,2024-06-20,Ryan,8,False,True
2024-11-24,North,Monitor,9,539.64,Store A,Retail,0.15,Alice,4128.246,Gift Card,,0,REG101103,Cust 3854,16.08,2024-11-24,2024-12-03,Ryan,9,False,True
2024-08-21,Central,Tablet,11,143.85,Store A,Wholesale,0.1,Eva,1424.115,Debit Card,FREESHIP,0,REG101105,Cust 4026,6.85,2024-08-21,2024-08-30,Cameron,9,False,True
2023-05-24,West,Monitor,4,323.63,Store C,Retail,0.1,Carlos,1165.068,Credit Card,FREESHIP,0,REG101106,Cust 5794,32.92,2023-05-24,2023-06-01,Wendy,8,False,True
2025-02-16,East,Monitor,12,108.35,Store A,Wholesale,0.0,Diana,1300.2,Online,FREESHIP,0,REG101109,Cust 1857,42.06,2025-02-16,2025-02-25,Eric,9,False,True
2024-03-14,East,Desk,16,544.91,Store B,Retail,0.1,Frank,7846.704,Credit Card,FREESHIP,0,REG101111,Cust 8378,39.26,2024-03-14,2024-03-21,Eric,7,False,True
2024-01-29,North,Desk,19,113.42,Store A,Retail,0.0,Eva,2154.98,Debit Card,WINTER15,0,REG101112,Cust 3069,44.96,2024-01-29,2024-02-07,Ryan,9,False,True
2024-07-08,North,Tablet,18,448.03,Store B,Retail,0.15,Frank,6854.858999999999,Cash,WINTER15,1,REG101114,Cust 6167,13.23,2024-07-08,2024-07-17,Ryan,9,False,True
2024-08-20,North,Monitor,15,208.51,Store A,Retail,0.05,Carlos,2971.267499999999,Gift Card,,0,REG101115,Cust 2453,37.81,2024-08-20,2024-08-29,Ryan,9,False,True
2023-08-20,Central,Desk,1,182.11,Store A,Retail,0.1,Carlos,163.899,Credit Card,WINTER15,0,REG101118,Cust 1819,7.31,2023-08-20,2023-08-27,Cameron,7,False,True
2024-10-28,West,Desk,7,466.36,Store D,Wholesale,0.05,Bob,3101.294,Online,SAVE10,1,REG101119,Cust 1300,11.45,2024-10-28,2024-11-06,Wendy,9,False,True
2024-11-11,East,Printer,15,140.54,Store A,Wholesale,0.1,Eva,1897.29,Credit Card,SAVE10,0,REG101120,Cust 3807,49.91,2024-11-11,2024-11-21,Eric,10,False,True
2023-12-07,West,Desk,17,460.31,Store A,Retail,0.15,Diana,6651.4795,Online,WINTER15,0,REG101121,Cust 6633,40.18,2023-12-07,2023-12-15,Wendy,8,False,True
2024-03-23,West,Laptop,5,132.87,Store B,Retail,0.0,Bob,664.35,Debit Card,WINTER15,0,REG101122,Cust 6573,37.91,2024-03-23,2024-04-02,Wendy,10,False,True
2023-03-18,North,Chair,11,335.11,Store C,Retail,0.0,Frank,3686.21,Gift Card,FREESHIP,0,REG101125,Cust 3708,29.95,2023-03-18,2023-03-26,Ryan,8,False,True
2025-03-16,East,Laptop,14,459.61,Store B,Retail,0.05,Frank,6112.813,Online,,1,REG101128,Cust 2438,43.41,2025-03-16,2025-03-26,Eric,10,False,True
2025-04-25,South,Chair,12,31.72,Store B,Retail,0.0,Alice,380.64,Debit Card,SAVE10,0,REG101132,Cust 5362,30.78,2025-04-25,2025-05-03,Sophie,8,False,True
2023-09-06,Central,Phone,17,588.58,Store D,Wholesale,0.05,Diana,9505.567,Debit Card,SAVE10,1,REG101133,Cust 1670,25.31,2023-09-06,2023-09-13,Cameron,7,False,True
2024-07-20,North,Desk,5,202.12,Store A,Retail,0.1,Diana,909.54,Online,FREESHIP,1,REG101138,Cust 2453,45.61,2024-07-20,2024-07-28,Ryan,8,False,True
2023-05-20,North,Desk,4,334.57,Store C,Retail,0.15,Carlos,1137.538,Gift Card,,0,REG101139,Cust 4210,11.49,2023-05-20,2023-05-27,Ryan,7,False,True
2023-07-23,East,Desk,6,358.27,Store B,Retail,0.1,Frank,1934.658,Gift Card,,0,REG101143,Cust 9982,7.34,2023-07-23,2023-08-02,Eric,10,False,True
2023-09-17,North,Phone,6,437.59,Store D,Wholesale,0.05,Diana,2494.263,Gift Card,WINTER15,1,REG101146,Cust 3377,39.4,2023-09-17,2023-09-26,Ryan,9,False,True
2025-02-15,North,Printer,19,118.09,Store D,Wholesale,0.1,Alice,2019.339,Online,SAVE10,0,REG101147,Cust 3125,10.77,2025-02-15,2025-02-23,Ryan,8,False,True
2025-01-17,South,Desk,9,96.97,Store D,Retail,0.15,Bob,741.8205,Credit Card,WINTER15,1,REG101152,Cust 6824,30.87,2025-01-17,2025-01-24,Sophie,7,False,True
2023-12-06,North,Tablet,17,218.04,Store D,Wholesale,0.15,Bob,3150.678,Cash,,0,REG101153,Cust 3172,16.0,2023-12-06,2023-12-16,Ryan,10,False,True
2024-01-13,South,Desk,12,103.59,Store A,Retail,0.1,Frank,1118.772,Debit Card,FREESHIP,0,REG101163,Cust 9880,48.11,2024-01-13,2024-01-21,Sophie,8,False,True
2023-10-23,West,Chair,20,19.3,Store C,Wholesale,0.0,Bob,386.0,Debit Card,SAVE10,0,REG101166,Cust 4205,47.23,2023-10-23,2023-11-01,Wendy,9,False,True
2023-04-26,South,Laptop,17,504.63,Store A,Wholesale,0.1,Carlos,7720.838999999999,Online,WINTER15,1,REG101169,Cust 1199,48.33,2023-04-26,2023-05-06,Sophie,10,False,True
2024-03-04,West,Tablet,11,97.84,Store B,Retail,0.05,Alice,1022.428,Debit Card,SAVE10,1,REG101170,Cust 2928,45.97,2024-03-04,2024-03-12,Wendy,8,False,True
2024-03-03,North,Phone,2,160.73,Store A,Wholesale,0.15,Frank,273.241,Cash,FREESHIP,0,REG101173,Cust 7587,20.18,2024-03-03,2024-03-11,Ryan,8,False,True
2024-12-30,East,Tablet,19,336.5,Store B,Wholesale,0.0,Alice,6393.5,Online,WINTER15,0,REG101175,Cust 8284,27.43,2024-12-30,2025-01-07,Eric,8,False,True
2023-09-07,Central,Printer,1,431.49,Store C,Wholesale,0.15,Alice,366.7665,Cash,SAVE10,0,REG101177,Cust 5215,17.53,2023-09-07,2023-09-15,Cameron,8,False,True
2025-02-17,South,Chair,11,381.14,Store B,Retail,0.05,Frank,3982.913,Gift Card,FREESHIP,0,REG101181,Cust 7529,32.83,2025-02-17,2025-02-27,Sophie,10,False,True
2024-01-07,North,Chair,5,454.62,Store C,Wholesale,0.05,Diana,2159.445,Gift Card,,0,REG101182,Cust 6172,10.19,2024-01-07,2024-01-15,Ryan,8,False,True
2024-01-03,West,Laptop,2,132.91,Store A,Wholesale,0.0,Bob,265.82,Debit Card,WINTER15,0,REG101184,Cust 1970,7.76,2024-01-03,2024-01-12,Wendy,9,False,True
2025-05-16,North,Desk,6,451.93,Store A,Wholesale,0.15,Eva,2304.843,Cash,WINTER15,1,REG101186,Cust 2957,49.37,2025-05-16,2025-05-25,Ryan,9,False,True
2023-03-12,Central,Tablet,17,515.12,Store D,Wholesale,0.15,Bob,7443.484,Credit Card,SAVE10,1,REG101189,Cust 9159,32.74,2023-03-12,2023-03-22,Cameron,10,False,True
2023-10-06,North,Phone,12,11.95,Store A,Retail,0.05,Carlos,136.23,Online,,0,REG101193,Cust 9438,26.66,2023-10-06,2023-10-16,Ryan,10,False,True
2023-09-11,East,Desk,7,67.05,Store D,Wholesale,0.1,Carlos,422.415,Cash,FREESHIP,0,REG101194,Cust 9092,36.67,2023-09-11,2023-09-18,Eric,7,False,True
2024-06-23,North,Monitor,9,36.21,Store C,Wholesale,0.15,Bob,277.0065,Credit Card,FREESHIP,0,REG101197,Cust 5771,6.71,2024-06-23,2024-06-30,Ryan,7,False,True
2023-03-30,West,Printer,10,52.58,Store B,Wholesale,0.1,Eva,473.22,Cash,WINTER15,0,REG101198,Cust 4317,14.01,2023-03-30,2023-04-09,Wendy,10,False,True
2024-10-05,East,Phone,6,272.26,Store A,Retail,0.1,Carlos,1470.204,Debit Card,SAVE10,0,REG101199,Cust 3627,43.67,2024-10-05,2024-10-15,Eric,10,False,True
2023-03-19,Central,Chair,10,124.97,Store D,Retail,0.15,Eva,1062.245,Gift Card,WINTER15,1,REG101200,Cust 4433,40.23,2023-03-19,2023-03-29,Cameron,10,False,True
2024-12-18,Central,Laptop,20,282.91,Store A,Wholesale,0.15,Frank,4809.47,Debit Card,FREESHIP,0,REG101202,Cust 8987,8.19,2024-12-18,2024-12-28,Cameron,10,False,True
2024-08-04,North,Laptop,16,293.44,Store D,Wholesale,0.05,Diana,4460.288,Gift Card,SAVE10,0,REG101206,Cust 2951,42.56,2024-08-04,2024-08-14,Ryan,10,False,True
2023-08-02,South,Laptop,11,66.97,Store A,Retail,0.15,Bob,626.1695,Gift Card,FREESHIP,1,REG101216,Cust 7066,20.35,2023-08-02,2023-08-11,Sophie,9,False,True
2024-11-29,North,Monitor,15,570.0,Store D,Wholesale,0.05,Frank,8122.5,Gift Card,,0,REG101218,Cust 6246,7.62,2024-11-29,2024-12-09,Ryan,10,False,True
2023-07-21,North,Monitor,9,587.79,Store D,Wholesale,0.15,Bob,4496.5935,Online,,0,REG101219,Cust 4182,24.64,2023-07-21,2023-07-31,Ryan,10,False,True
2024-07-04,East,Monitor,6,421.97,Store B,Wholesale,0.05,Bob,2405.229,Cash,WINTER15,0,REG101224,Cust 9804,41.31,2024-07-04,2024-07-13,Eric,9,False,True
2024-07-04,East,Tablet,5,225.69,Store A,Wholesale,0.15,Carlos,959.1825,Gift Card,WINTER15,0,REG101225,Cust 3990,47.6,2024-07-04,2024-07-12,Eric,8,False,True
2023-01-11,East,Monitor,13,515.42,Store D,Retail,0.0,Bob,6700.459999999999,Online,FREESHIP,0,REG101229,Cust 5342,43.37,2023-01-11,2023-01-20,Eric,9,False,True
2023-10-06,West,Printer,2,474.13,Store D,Wholesale,0.0,Carlos,948.26,Gift Card,FREESHIP,1,REG101233,Cust 9778,14.41,2023-10-06,2023-10-15,Wendy,9,False,True
2024-02-20,South,Phone,1,67.38,Store D,Retail,0.15,Alice,57.273,Credit Card,WINTER15,0,REG101235,Cust 8126,6.14,2024-02-20,2024-02-27,Sophie,7,False,True
2023-01-30,West,Chair,15,274.3,Store B,Retail,0.15,Frank,3497.325,Credit Card,,0,REG101236,Cust 4609,21.56,2023-01-30,2023-02-08,Wendy,9,False,True
2023-05-12,South,Monitor,2,334.48,Store B,Wholesale,0.0,Alice,668.96,Debit Card,,0,REG101237,Cust 1449,31.53,2023-05-12,2023-05-20,Sophie,8,False,True
2025-05-18,North,Desk,8,505.34,Store B,Retail,0.05,Bob,3840.584,Debit Card,,0,REG101246,Cust 4061,22.88,2025-05-18,2025-05-27,Ryan,9,False,True
2025-01-27,North,Tablet,8,352.72,Store C,Retail,0.05,Carlos,2680.672,Cash,,0,REG101248,Cust 2435,30.8,2025-01-27,2025-02-04,Ryan,8,False,True
2023-11-26,East,Laptop,9,526.26,Store B,Retail,0.0,Bob,4736.34,Cash,FREESHIP,0,REG101249,Cust 6785,15.47,2023-11-26,2023-12-06,Eric,10,False,True
2023-01-17,North,Chair,18,108.46,Store D,Wholesale,0.05,Frank,1854.666,Online,SAVE10,0,REG101251,Cust 6960,10.72,2023-01-17,2023-01-24,Ryan,7,False,True
2025-05-03,North,Desk,13,420.68,Store D,Wholesale,0.05,Frank,5195.398,Online,,0,REG101252,Cust 1135,24.51,2025-05-03,2025-05-11,Ryan,8,False,True
2025-01-05,North,Printer,17,5.91,Store A,Wholesale,0.15,Eva,85.3995,Online,SAVE10,0,REG101253,Cust 6186,44.85,2025-01-05,2025-01-13,Ryan,8,False,True
2024-02-20,East,Phone,4,452.77,Store B,Retail,0.0,Diana,1811.08,Debit Card,SAVE10,0,REG101254,Cust 8828,32.01,2024-02-20,2024-03-01,Eric,10,False,True
2023-12-26,North,Monitor,7,157.0,Store A,Wholesale,0.15,Alice,934.15,Online,SAVE10,1,REG101255,Cust 9097,39.72,2023-12-26,2024-01-04,Ryan,9,False,True
2024-09-13,North,Chair,5,172.65,Store C,Wholesale,0.15,Alice,733.7624999999999,Cash,SAVE10,0,REG101257,Cust 4287,28.3,2024-09-13,2024-09-22,Ryan,9,False,True
2024-01-02,East,Tablet,16,145.3,Store B,Wholesale,0.0,Eva,2324.8,Credit Card,FREESHIP,1,REG101258,Cust 2236,29.64,2024-01-02,2024-01-12,Eric,10,False,True
2025-02-08,South,Printer,10,67.38,Store C,Retail,0.1,Diana,606.42,Gift Card,FREESHIP,1,REG101259,Cust 5312,20.58,2025-02-08,2025-02-18,Sophie,10,False,True
2025-03-04,South,Printer,15,141.13,Store D,Wholesale,0.0,Carlos,2116.95,Cash,SAVE10,0,REG101260,Cust 5096,19.63,2025-03-04,2025-03-12,Sophie,8,False,True
2024-03-12,Central,Tablet,1,534.61,Store D,Retail,0.05,Frank,507.8795,Online,SAVE10,0,REG101261,Cust 1162,22.68,2024-03-12,2024-03-21,Cameron,9,False,True
2025-01-05,North,Laptop,8,275.32,Store D,Retail,0.1,Diana,1982.304,Cash,SAVE10,0,REG101263,Cust 6213,18.26,2025-01-05,2025-01-13,Ryan,8,False,True
2024-03-21,East,Phone,3,105.73,Store D,Retail,0.05,Bob,301.3305,Debit Card,FREESHIP,1,REG101264,Cust 7659,12.12,2024-03-21,2024-03-28,Eric,7,False,True
2024-04-30,West,Chair,19,433.39,Store C,Retail,0.05,Bob,7822.689499999999,Online,WINTER15,0,REG101267,Cust 2410,7.59,2024-04-30,2024-05-09,Wendy,9,False,True
2024-11-25,North,Monitor,14,574.32,Store D,Wholesale,0.15,Diana,6834.408,Credit Card,SAVE10,0,REG101272,Cust 5693,12.07,2024-11-25,2024-12-05,Ryan,10,False,True
2023-08-01,West,Printer,19,67.49,Store C,Retail,0.0,Frank,1282.31,Debit Card,SAVE10,0,REG101275,Cust 8300,32.04,2023-08-01,2023-08-11,Wendy,10,False,True
2023-12-21,West,Monitor,7,257.01,Store D,Retail,0.05,Eva,1709.1165,Credit Card,,0,REG101278,Cust 9717,35.52,2023-12-21,2023-12-28,Wendy,7,False,True
2023-08-12,South,Chair,8,28.34,Store C,Wholesale,0.05,Alice,215.384,Cash,,1,REG101284,Cust 1276,23.19,2023-08-12,2023-08-19,Sophie,7,False,True
2024-12-12,West,Printer,17,495.13,Store D,Wholesale,0.1,Alice,7575.489,Online,FREESHIP,1,REG101285,Cust 6063,26.37,2024-12-12,2024-12-21,Wendy,9,False,True
2025-06-01,East,Desk,7,122.2,Store B,Retail,0.0,Carlos,855.4,Credit Card,,0,REG101288,Cust 4398,30.21,2025-06-01,2025-06-10,Eric,9,False,True
2023-02-08,East,Tablet,4,224.75,Store D,Wholesale,0.0,Frank,899.0,Debit Card,,0,REG101290,Cust 2148,43.86,2023-02-08,2023-02-16,Eric,8,False,True
2025-04-24,Central,Desk,16,509.71,Store C,Wholesale,0.1,Carlos,7339.824,Cash,,0,REG101291,Cust 4107,41.78,2025-04-24,2025-05-03,Cameron,9,False,True
2024-09-01,North,Tablet,14,297.56,Store B,Wholesale,0.1,Diana,3749.256,Debit Card,FREESHIP,0,REG101292,Cust 4450,31.44,2024-09-01,2024-09-08,Ryan,7,False,True
2023-04-10,West,Chair,6,543.89,Store C,Retail,0.0,Bob,3263.34,Cash,,1,REG101295,Cust 1496,13.19,2023-04-10,2023-04-20,Wendy,10,False,True
2024-12-26,South,Desk,12,578.86,Store D,Retail,0.15,Frank,5904.371999999999,Cash,FREESHIP,0,REG101299,Cust 2111,25.84,2024-12-26,2025-01-03,Sophie,8,False,True
2025-01-23,East,Tablet,7,196.88,Store C,Retail,0.0,Diana,1378.16,Debit Card,SAVE10,0,REG101300,Cust 9506,44.92,2025-01-23,2025-01-31,Eric,8,False,True
2024-03-25,South,Phone,7,446.32,Store B,Wholesale,0.1,Alice,2811.816,Debit Card,,0,REG101301,Cust 2341,47.23,2024-03-25,2024-04-01,Sophie,7,False,True
2025-03-04,Central,Tablet,11,447.38,Store D,Wholesale,0.0,Alice,4921.18,Gift Card,SAVE10,0,REG101302,Cust 7035,36.72,2025-03-04,2025-03-11,Cameron,7,False,True
2024-09-19,Central,Desk,2,27.64,Store B,Retail,0.15,Frank,46.988,Credit Card,FREESHIP,0,REG101304,Cust 3291,21.73,2024-09-19,2024-09-28,Cameron,9,False,True
2024-01-23,North,Desk,19,360.06,Store C,Wholesale,0.05,Eva,6499.083,Debit Card,FREESHIP,0,REG101307,Cust 3106,33.19,2024-01-23,2024-01-31,Ryan,8,False,True
2023-06-13,East,Laptop,7,535.2,Store C,Retail,0.1,Frank,3371.760000000001,Debit Card,,0,REG101308,Cust 9606,10.44,2023-06-13,2023-06-23,Eric,10,False,True
